Title,Artefact slug,Subsection slug,Subsection slug,Subsection slug,...
Carer's Allowance Unit,carers-allowance-unit,/benefits/jobseekers-allowance,,,
Carer's Credit,carers-credit,/benefits/jobseekers-allowance,,,
Carers UK,carers-uk,/benefits/jobseekers-allowance,,,
Carotid artery stenosis and driving,carotid-artery-stenosis-and-driving,/driving/disability-health-condition,,,
Cars and business vehicles: capital allowances,cars-and-business-vehicles-capital-allowances,/business/corporation-tax-capital-allowance,,,
Cash and valuables in transit licence (All UK),cash-and-valuables-in-transit-licence-all-uk,/business/licences,,,
Cataplexy and driving,cataplexy-and-driving,/driving/disability-health-condition,,,
Cataracts and driving,cataracts-and-driving,/driving/disability-health-condition,,,
Catchment sensitive farming advisory tool ,catchment-sensitive-farming-advisory-tool,/business/farming,,,
Catheter ablation and driving,catheter-ablation-and-driving,/driving/disability-health-condition,,,
Cattle movement notification (Scotland),cattle-movement-notification-scotland,/business/licences,,,
Cattle movement notification (Wales),cattle-movement-notification-wales,/business/licences,,,
Certificate of fitness (Northern Ireland),certificate-of-fitness-northern-ireland,/business/licences,,,
Certifying a document,certifying-a-document,/births-deaths-marriages/registry-offices,,,
Change the address on your driving licence,change-address-driving-licence,/driving/driving-licences,,,
Change the date of your driving theory test,change-date-driving-theory-test,/driving/learning-to-drive,,,
Change the date of your practical driving test,change-date-practical-driving-test,/driving/learning-to-drive,,,
Change the details on your Blue Badge,change-details-blue-badge,/driving/blue-badges-parking,,,
Change the photo on your driving licence,change-photo-driving-licence,/driving/driving-licences,,,
Change your company's year end,change-your-companys-year-end,/business/limited-company,,,
Change your name (by deed poll),change-name-deed-poll,/births-deaths-marriages/registry-offices,,,
Change your name and address on your vehicle registration certificate (V5C),change-name-address-on-vehicle-registration-certificate-v5c,/driving/number-plate,,,
Change your vehicle details on a registration certificate,change-your-vehicle-details-on-a-registration-certificate,/driving/number-plate,,,
Changes that affect your tax credits,changes-that-affect-your-tax-credits,/benefits/tax-credits,,,
Changing the name on your driving licence,change-name-driving-licence,/driving/driving-licences,,,
Changing your employee's contract,changing-your-employees-contract,/employing-people/contracts,,,
Chaperone service for child actors,chaperone-service-child-actors,/employing-people/recruiting-hiring,,,
Charities and tax,charities-and-tax,/citizenship/charities-honours,,,
Check & Send service for passport applications,how-the-post-office-check-and-send-service-works,/citizenship/passports,,,
Check a public building has an energy performance certificate,check-a-public-building-has-an-energy-performance-certificate,/housing/safety-environment,,,
Check a university or institution is officially recognised,check-a-university-is-officially-recognised,/education/find-course,,,
Check an employee's right to work documents,check-an-employees-right-to-work-documents,/employing-people/recruiting-hiring,,,
Check if a vehicle model has been recalled,check-if-a-vehicle-has-been-recalled,/driving/vehicle-safety,,,
Check if someone can work in the UK,legal-right-to-work-in-the-uk,/employing-people/recruiting-hiring,,,
Check if the council has your missing dog,check-council-missing-dog,/housing/noise-neighbours,,,
Check if you can work in the UK,uk_work_visa,/working/finding-job,,,
Check if your business is next to a designated or protected area,check-your-business-protected-area,/business/waste-environment,,,
Check if your drivers can legally drive certain vehicles,check-if-your-drivers-can-legally-drive-certain-vehicles,/driving/businesses,,,
Check local environmental data,check-local-environmental-data,/housing/safety-environment,,,
Check school closures,check-school-closure,/education/school-life,,,
Check the MOT history of a vehicle,check-mot-history-vehicle,/driving/mot-insurance,,,
Check the MOT status of a vehicle,check-mot-status-vehicle,/driving/mot-insurance,,,
Check the quality of your drinking water,check-drinking-water-quality,/housing/safety-environment,,,
Check your Driver CPC periodic training hours,check-your-driver-cpc-periodic-training-hours,/driving/drivers-lorries-buses,,,
"Check, change or cancel your instructor theory test",check-change-cancel-your-instructor-theory-test,/driving/teaching-people-to-drive,,,
Checks on job applicants,checks-on-job-applicants,/employing-people/recruiting-hiring,,,
Child Benefit,child-benefit,/benefits/child,,,
Child Benefit Office,child-benefit-office,/benefits/child,,,
Child Benefit for 16 to 19 year olds,child-benefit-16-19,/benefits/child,,,
Child Benefit if a child or parent dies,changes-affect-child-benefit,/births-deaths-marriages/death,/births-deaths-marriages/child,/benefits/child,
Child Benefit if your child doesn't live with you,child-benefit-child-not-living-with-you,/benefits/child,,,
Child Benefit if your child goes into care,child-benefit-child-into-care,/benefits/child,,,
Child Benefit if your child goes into hospital or residential care,child-benefit-hospital-residential-care,/benefits/child,,,
Child Benefit if your child lives with someone else,child-benefit-child-lives-with-someone-else,/benefits/child,,,
Child Benefit number,child-benefit-number,/benefits/child,,,
Child Benefit rates,child-benefit-rates,/benefits/child,,,
Child Support Agency,child-support-agency,/births-deaths-marriages/child,,,
Child Tax Credit,child-tax-credit,/benefits/tax-credits,,,
Child Tax Credit when your child reaches 16,child-tax-credit-when-child-reaches-16,/benefits/families,/benefits/tax-credits,,
Child Trust Fund helpline,child-trust-fund-helpline,/benefits/families,,,
Child Trust Funds,child-trust-funds,/benefits/families,,,
Child adoption,child-adoption,/births-deaths-marriages/child,,,
Child car seats - the rules,child-car-seats-the-rules,/driving/vehicle-safety,,,
Child employment,child-employment,/employing-people/recruiting-hiring,,,
Child maintenance if one parent lives abroad,child-maintenance-if-one-parent-lives-abroad,/births-deaths-marriages/child,,,
"Child performance licence (England, Scotland & Wales)",child-performance-licence-england-scotland-wales,/employing-people/recruiting-hiring,,,
Child work permit (England & Wales),child-work-permit-england-wales,/employing-people/recruiting-hiring,,,
Childcare Grant,childcare-grant,/education/student-finance,,,
Childcare and tax credits,childcare-tax-credits,/benefits/families,/benefits/tax-credits,,
Childcare out of school hours,childcare-out-of-school-hours,/education/school-life,,,
Childcare premises registration (England),childcare-premises-registration-england,/business/licences,,,
Childcare vouchers: better off calculator,childcare-vouchers-better-off-calculator,/benefits/families,,,
Childminder Registration (England),childminder-registration-england,/business/licences,,,
Children with special educational needs,children-with-special-educational-needs,/education/school-life,,,
Children's day care provider registration (Wales),children-s-day-care-provider-registration-wales,/business/licences,,,
Chiropodist or podiatrist registration,chiropodist-or-podiatrist-registration,/business/licences,,,
Choose a legal structure for a new business,starting-a-business,/business/setting-up,,,
Christmas Bonus,christmas-bonus,/benefits/jobseekers-allowance,,,
Chronic aortic dissection and driving,chronic-aortic-dissection-and-driving,/driving/disability-health-condition,,,
Cider or perry maker's registration (All UK),cider-or-perry-maker-s-registration-all-uk,/business/licences,,,
Citizens Advice consumer service,citizens-advice-consumer-service,/justice/rights,,,
Claim Child Benefit on behalf of someone else,claim-child-benefit-behalf-someone-else,/births-deaths-marriages/lasting-power-attorney,,,
Claim Income Tax reliefs,income-tax-reliefs,/tax/income-tax,,,
Claim a National Insurance refund,claim-a-national-insurance-refund,/tax/national-insurance,,,
Claim a tax refund,claim-tax-refund,/tax/income-tax,,,
Claim capital allowances,claim-capital-allowances,/business/corporation-tax-capital-allowance,,,
Claim compensation for a criminal injury,claim-compensation-criminal-injury,/justice/reporting-crimes-compensation,,,
Claim compensation for injuries caused by roads or pavements,claim-compensation-injury-road-pavement,/housing/recycling-rubbish,/justice/reporting-crimes-compensation,,
Claim tax credits on behalf of someone else,getting-help-with-your-tax-credits-claim,/births-deaths-marriages/lasting-power-attorney,,,
Claim your state pension online,claim-state-pension-online,/working/state-pension,,,
Claiming benefits if you move or travel abroad,claiming-benefits-move-travel-abroad,/benefits/entitlement,,,
Claiming money or property from a dissolved company,claiming-money-or-property-from-a-dissolved-company,/business/setting-up,,,
Claiming your driving test pass,claiming-driving-test-pass,/driving/learning-to-drive,,,
Claims management authorisation,claims-management-authorisation,/business/licences,,,
Claims management services authorisation (England & Wales),claims-management-services-authorisation-england-wales,/business/licences,,,
Classification of bovine carcases licence (England),classification-of-bovine-carcases-licence-england,/business/licences,,,
Clinical scientist registration,clinical-scientist-registration,/business/licences,,,
Close protection licence,close-protection-licence,/business/licences,,,
Closing a limited company,closing-a-limited-company,/business/selling-closing,,,
Club gaming permit (Scotland),club-gaming-permit-scotland,/business/licences,,,
Club machine permit (Scotland),club-machine-permit-scotland,/business/licences,,,
Club premises certificate,club-premises-certificate,/business/licences,,,
Coal health compensation claims,coal-health-compensation-claims,/benefits/disability,,,
Coal mining and exploration licence,coal-mining-and-exploration-licence,/business/licences,,,
Cockle fishing licence - Dee Estuary (England & Wales),cockle-fishing-licence-dee-estuary-england-wales,/business/licences,,,
Cognitive problems and driving,cognitive-problems-and-driving,/driving/disability-health-condition,,,
Cold Weather Payment,cold-weather-payment,/benefits/heating,,,
Collect or produce forest reproductive material licence (Northern Ireland),collect-or-produce-forest-reproductive-material-licence-northern-ireland,/business/licences,,,
